2.4615,2.3448,2.3077,2.6154,3.1304,1.9706,2.3333,2.2222,2.2143,3.3478,2.0645,2.6897,2.0,3.619,2.5806,2.9615,0.0
2.96,1.75,1.8158,3.0,2.5161,2.0278,2.4242,2.6667,2.6897,2.5833,2.2759,1.675,2.8889,2.6333,1.6053,2.6552,0.0
2.4333,2.0,2.0541,3.2273,2.6786,3.4,2.2188,3.2174,1.6667,1.8947,3.95,1.6,1.8611,2.1515,1.7692,1.9118,1.0
2.5185,2.625,2.0333,1.8333,1.8182,2.2571,1.575,2.7778,1.7143,3.05,2.1818,2.5,2.5556,3.15,3.0476,1.8571,0.0
2.0968,3.5909,2.3214,2.2,2.8077,2.5556,2.7037,2.3235,2.6,2.5806,2.0789,1.825,2.0513,1.525,1.7692,1.8571,1.0
2.0968,2.9615,2.6897,1.75,1.9412,2.625,2.3226,3.12,2.6333,1.95,2.3333,2.1,2.1622,3.1,2.75,2.0811,0.0
1.8205,1.7647,3.0455,2.3548,1.8857,2.0294,3.1667,2.0263,2.0,1.8718,1.7714,2.2571,2.6957,2.3333,3.1905,2.8636,0.0
3.1364,1.8158,2.0526,2.92,2.6923,2.2424,1.9167,2.2286,1.8529,1.9231,2.6429,2.4516,2.7778,3.0417,1.8108,2.3125,1.0
2.9583,3.2917,2.6296,2.3,1.8158,2.6087,1.8649,2.6786,1.8947,2.3,2.303,2.3704,2.3667,1.8857,2.7037,2.5517,1.0
2.027,3.2273,3.1818,2.8077,2.7727,2.7143,1.5789,1.725,1.7647,2.6897,1.75,3.4783,4.0,3.55,2.0,3.8,0.0
1.7949,3.0417,1.9062,2.6923,1.9444,1.875,2.125,2.1429,2.1935,2.7586,1.973,2.2571,2.25,1.75,3.7619,1.9394,0.0
2.1667,2.7857,2.3333,3.85,2.1765,2.5556,2.5,1.8378,2.0333,2.1389,2.0,2.7241,3.087,3.2857,2.6,3.1304,1.0
2.92,2.92,1.6757,1.8649,2.2333,1.7105,2.5172,2.8333,1.8529,1.9459,2.2903,2.5667,2.1667,1.6053,2.1081,3.3333,1.0
1.9062,3.0,1.875,3.7143,1.6944,2.8261,2.7727,2.8261,1.7778,3.95,2.2143,2.7308,3.16,3.15,2.76,1.8788,1.0
2.069,2.2571,1.525,2.4643,2.0938,2.56,2.96,2.2121,2.6897,1.8286,1.9487,2.3571,2.1786,2.3333,2.0256,1.9677,0.0
1.5789,1.575,1.9688,2.0,1.9744,2.4643,2.1765,1.9394,2.5,1.8649,2.1081,2.0667,2.2727,1.625,1.7105,2.1379,1.0
2.3077,3.5455,1.9737,3.1739,2.7308,1.9231,3.08,2.1379,2.1379,2.0526,2.2903,1.975,1.925,2.4375,1.7105,3.0833,1.0
4.0,3.1364,1.7692,2.2903,1.9167,1.725,2.6667,2.0938,1.775,3.2,3.45,2.0,2.7692,1.6316,2.8519,2.3548,1.0
2.0513,1.55,2.4688,2.0882,1.7,1.9355,1.9737,2.7778,2.6,2.1667,2.3846,2.0323,3.4286,2.1765,2.1351,2.1786,0.0
2.1471,2.6071,2.0312,2.5333,2.0,1.9375,2.2143,2.0541,1.575,2.6897,2.8571,2.8889,2.5,2.4,3.45,1.6486,0.0
3.0476,2.1429,2.1389,3.0,1.8718,2.3333,2.6897,2.5357,2.2121,2.3448,2.0286,2.8462,3.3,3.7143,3.05,2.8261,0.0
2.0811,2.375,1.9474,3.4286,2.2857,2.3704,1.675,2.25,3.0,2.7308,3.12,3.5,1.7632,2.3462,2.5667,2.2727,0.0
1.8824,2.7826,2.0,2.5667,1.55,2.8,2.4615,2.0,2.2414,1.8333,2.1389,2.2647,1.7632,3.3,3.5,1.9714,0.0
2.2667,1.875,1.9375,2.7586,2.2647,1.7,1.95,2.3793,2.2593,2.3438,1.7838,2.913,1.8571,2.2812,2.0333,2.1053,1.0
2.0,4.0,2.56,1.9189,3.8,2.2333,3.3636,3.5909,2.6667,2.2258,3.95,2.0263,2.8696,2.4242,2.8148,3.0,1.0
2.2258,2.8462,2.6333,2.8182,2.0312,2.6,2.7241,2.0541,2.0882,2.9615,3.0,2.6522,2.6667,3.0385,1.9412,1.7027,1.0
1.8108,2.2143,2.8261,1.75,2.1515,1.5,3.3478,1.7692,2.129,2.6429,2.2,2.2812,2.7857,3.7143,2.6087,3.16,0.0
1.9744,2.92,1.5641,2.9091,1.8158,2.2857,3.0455,3.12,1.7895,3.3182,2.0571,3.75,1.9231,3.1667,2.2222,2.2812,0.0
3.55,2.6923,3.0952,2.7241,3.45,2.1944,2.4,3.1304,2.1622,3.45,2.6552,3.35,1.8889,2.1053,1.8718,2.4828,0.0
1.85,2.2903,1.7714,1.8571,3.1429,2.5,1.8889,2.1081,2.1111,3.4091,3.2,2.8214,3.4545,2.3929,2.0625,2.2222,0.0
2.0667,2.8333,2.6071,3.0769,3.55,2.2188,2.2571,2.1562,2.5417,2.0541,3.2,1.9143,1.7179,1.5,2.2571,2.2222,1.0
2.7273,3.125,2.1351,2.0625,2.1333,2.3871,2.1111,1.6923,1.8182,1.8889,2.8214,2.0,2.5833,2.2727,2.5806,2.1143,0.0
2.64,3.2273,2.0303,2.2759,2.8214,2.5714,3.35,3.3913,2.52,2.1351,2.7143,2.7826,2.875,1.8205,2.375,1.8684,1.0
2.6,2.9615,2.6071,2.7586,2.0526,2.2727,2.8846,1.7941,2.9091,3.4348,3.0385,3.5,2.4516,1.6579,3.0417,2.5517,1.0
2.0857,2.5,2.4483,2.7037,2.3667,2.0,2.5161,2.6087,2.0278,2.4667,3.25,3.4286,1.9231,1.9714,2.4074,2.3871,0.0
2.3548,1.7143,2.5862,2.0,2.0667,1.9677,2.4643,2.6667,3.619,2.1176,2.3333,2.8696,3.2083,2.125,3.2727,2.4194,0.0
1.8788,2.6538,2.3462,2.5,2.1818,2.0,2.2667,2.5806,2.0556,1.9744,3.0909,1.9,2.8462,1.5641,2.2353,2.303,1.0
3.1364,3.0,1.8611,3.0435,2.5926,2.2,2.3636,2.3438,3.0,3.25,2.3448,2.0882,3.4762,1.8649,2.2857,2.3,1.0
1.6923,1.7714,2.3333,3.12,1.8462,1.8974,1.75,2.25,1.9412,3.3333,3.0,2.4,2.7778,1.6667,2.2333,2.0513,1.0
1.875,2.5385,2.0,1.8333,2.4138,2.44,1.9189,1.925,2.5806,2.0556,2.2647,2.0968,2.9167,3.25,2.6667,3.85,0.0
1.7143,2.52,1.5385,1.8919,2.7778,1.6053,3.2917,1.7692,2.0909,2.0,1.6316,2.8846,3.5455,1.8947,1.8056,2.0,0.0
2.7917,3.4,2.2069,1.9487,1.5385,2.0,2.8,3.0476,2.6154,2.2,3.08,2.7917,1.6944,2.4286,1.8649,2.9091,0.0
2.1053,3.25,1.7895,2.8889,3.65,2.2143,2.2121,2.9231,3.05,2.5333,2.8,1.625,1.7778,2.2647,3.4545,3.2857,1.0
4.0,2.0,2.8571,2.1429,3.1667,1.8529,3.2857,2.1429,1.7941,1.775,2.4231,2.4074,3.2727,1.9375,3.8095,1.8378,0.0
2.2143,3.8,1.9487,1.9118,2.0667,2.8261,1.6944,2.5,2.4,2.5,1.8421,2.6667,3.35,1.7368,3.3333,2.0,1.0
3.2857,2.375,2.5333,1.6842,2.7273,1.65,1.8158,1.7436,2.4643,3.6,3.3913,2.0833,2.0,3.2609,2.1389,2.64,1.0
1.9355,2.4483,3.0455,2.0,2.7917,1.8286,1.8333,1.9091,2.6667,3.7619,2.4074,1.9189,2.0,2.4286,1.8611,2.9091,1.0
3.3333,2.2,1.9412,2.5556,2.6,2.2,1.8947,2.3333,1.7,2.9091,2.5385,3.8095,1.8333,2.8261,1.641,2.3929,0.0
2.0,2.9583,1.9737,3.5909,2.1379,2.0,3.0,2.6667,2.4,2.2857,2.1081,2.7692,1.575,2.7778,1.8824,2.2857,0.0
2.7727,2.5,2.963,2.8182,3.45,2.1515,2.1515,2.3667,2.0606,1.8182,1.575,2.9524,3.0,2.3793,1.8182,2.4375,0.0
2.52,2.069,2.303,2.0526,2.1471,2.0,3.3913,2.7407,3.0,2.875,2.0303,2.6333,3.1429,2.4333,1.7941,2.7391,0.0
3.08,2.0606,2.3,2.0938,1.8056,2.6786,3.95,2.8333,1.8235,2.5806,2.6667,2.6538,3.087,1.8,2.5417,2.7826,0.0
1.9714,3.5714,2.0556,2.3214,2.0312,2.1613,2.0294,3.2273,1.8286,3.4783,2.8462,2.1944,3.1,2.8214,3.2609,2.1034,0.0
2.92,1.8108,1.85,2.0,2.3077,2.75,2.1562,2.069,2.0312,2.4,1.7436,2.0526,3.2609,3.85,2.7727,1.75,0.0
2.129,2.2963,2.4375,1.8947,2.6667,2.129,3.2857,2.1935,2.3125,3.8,3.6667,1.55,3.7619,1.5641,2.0,1.8,0.0
2.7917,2.5357,2.5,1.8158,2.8696,2.2286,2.7391,2.8261,2.3846,3.0833,2.6897,2.52,3.0385,2.4242,2.7407,1.7692,1.0
2.0645,3.5714,1.6154,3.0833,2.6957,3.85,3.0455,2.0833,2.2727,1.9714,1.65,2.0588,2.1,3.7,2.1379,2.92,0.0
2.5806,3.0769,3.5455,2.25,2.8077,2.3333,3.0769,2.8261,1.75,2.2424,2.8696,3.2857,2.1351,2.5833,2.52,3.3636,0.0
1.65,2.0811,2.8,3.0909,2.5,3.4783,1.9,2.7826,3.0417,2.125,1.925,1.7,2.1379,3.2,2.1944,3.4,0.0
2.1667,3.0435,1.75,3.4348,3.2381,1.65,2.1875,1.725,2.2069,2.3235,2.0312,3.2381,2.069,1.9697,2.3125,2.5517,0.0
2.0312,2.7727,2.5667,2.9259,2.3333,2.2667,3.95,3.2,2.2647,1.5,2.9565,2.9048,1.8649,3.3333,2.5417,2.76,0.0
2.2333,3.0,2.7273,3.0,3.5909,1.7692,2.0,1.7647,2.4,2.6207,2.5769,2.7917,2.0,2.3871,2.0263,2.7241,1.0
1.65,2.7308,2.6087,1.8857,1.9091,2.0938,2.5161,3.4545,2.5185,3.1667,2.7692,3.3182,2.1935,2.76,2.0556,2.1724,1.0
1.7436,2.2424,1.8333,3.6667,1.9429,3.2174,2.8,2.5357,2.7826,2.6786,3.2083,3.15,3.0435,2.68,2.3571,2.56,1.0
3.0455,2.069,2.3,3.5,2.3448,2.0278,2.0286,2.9091,2.92,2.0263,3.8095,2.2759,3.2609,3.125,2.0811,3.15,1.0
2.7241,2.1786,3.1364,3.5909,3.4783,2.9583,1.8158,2.0,3.2917,1.6486,2.0526,2.0606,3.05,3.5238,2.75,2.0333,0.0
1.925,1.7436,2.1379,2.4375,1.8378,3.0476,2.4688,3.5,2.1613,1.8718,2.2333,3.5909,3.0476,2.2647,2.1389,2.069,1.0
3.25,3.7143,1.7941,2.88,2.0333,1.6923,2.68,2.0,1.6944,1.7568,2.6552,3.5714,1.7568,2.1765,2.8571,2.7391,1.0
2.5484,2.0588,2.0,1.8571,2.0,2.0278,2.1,2.4839,2.3125,2.7273,3.85,1.9167,1.75,2.7143,2.0278,2.3871,1.0
1.7714,1.7179,3.0952,2.0968,1.8947,1.6216,2.8333,2.0,1.7368,3.4091,2.9524,2.0606,1.8158,1.5385,1.7179,2.0571,1.0
3.2727,3.1818,2.4444,2.913,2.3,3.6667,2.0278,2.8571,2.8148,1.9394,2.9048,2.0833,3.2609,3.0417,2.6207,1.8947,1.0
2.0833,3.2917,2.8333,2.6207,1.525,2.8519,2.7857,1.7632,3.0385,3.619,1.8286,2.4667,1.8947,2.2903,3.0,1.9744,0.0
2.6087,1.8235,2.75,2.0938,2.0857,1.7105,2.0588,2.8148,2.6154,2.5333,1.875,1.8919,3.381,1.975,3.55,3.5455,1.0
1.9394,2.0,3.2273,2.7692,2.2647,2.625,4.0,2.913,2.2414,1.8286,3.25,2.0645,3.1304,3.0,2.6429,1.825,0.0
2.6552,1.7714,1.7368,1.7027,3.0952,2.0811,1.9394,1.9231,2.5385,3.1818,3.0952,2.6538,2.3235,2.625,2.64,1.9189,1.0
3.0,3.1304,3.4348,1.6842,1.641,2.1333,2.1429,1.5385,3.0,2.5517,2.7826,2.0,2.5833,1.973,1.9355,2.7778,1.0
1.6757,2.1935,2.5417,3.8095,1.7429,2.2222,2.3846,3.4091,2.4,2.9259,2.0938,1.6,3.0,2.2414,3.2857,1.8824,1.0
2.0333,2.7083,3.381,2.2727,2.4643,3.0385,2.0541,2.2333,1.9697,2.9231,2.6923,3.0952,1.55,1.9459,3.4783,3.0952,1.0
1.875,1.8,2.069,2.2222,2.1667,3.6667,2.2222,1.973,1.9697,3.12,2.4516,2.44,1.6667,1.625,3.05,2.25,0.0
3.3333,1.6923,2.1515,2.2424,3.85,2.3548,2.68,2.8261,3.1667,2.7692,3.381,1.6486,2.1351,2.6296,2.2,1.625,1.0
2.0526,2.6154,2.0526,2.5333,3.7,3.1905,1.9677,2.5862,3.5455,2.0,3.65,2.9167,3.3478,1.6667,2.9615,3.0952,0.0
2.0833,2.3235,1.75,1.875,3.25,1.9706,2.0278,2.0286,1.9688,1.8649,2.4688,3.4091,1.7692,3.4,3.5909,2.875,0.0
2.0,1.675,1.875,3.65,3.5,2.2857,2.3226,2.1351,1.6667,2.2,1.7143,1.7027,2.1622,2.5926,2.1667,1.9118,0.0
2.1515,3.85,2.0526,3.6,1.75,2.5806,1.75,2.0588,3.087,3.55,1.7222,3.2,1.9714,2.3448,2.3548,2.8696,0.0
2.4,3.3182,2.6154,1.8421,2.0,2.1667,2.9545,2.2727,2.5385,2.4074,1.7895,2.1667,3.0,2.6429,2.2667,2.3438,0.0
2.25,1.9091,1.75,2.0789,2.76,3.381,2.68,1.6486,3.2381,3.85,2.0938,3.2381,1.7941,3.6667,2.1613,2.6667,0.0
2.0286,2.0333,2.7727,2.3438,2.3226,2.5484,2.8333,1.8684,2.2258,2.3077,1.625,2.0789,1.575,2.8696,1.6923,1.8421,1.0
2.3103,2.4828,2.8148,2.68,1.8919,1.8684,1.5385,2.0526,3.2857,2.9091,2.2581,2.4194,2.3214,2.3529,2.4815,3.7,0.0
1.9474,2.3704,1.7949,1.7297,3.75,1.6579,2.5,3.65,2.72,2.4231,1.9412,3.2727,2.3214,3.45,2.0,2.9524,1.0
3.0769,2.2353,2.0,2.2571,1.9118,2.6087,1.8611,2.1667,3.2273,2.9167,2.5806,1.7941,3.1304,1.9062,3.1,2.2647,1.0
2.5833,2.75,1.9677,3.2,1.7632,2.4231,2.1,2.0625,1.8378,2.1,2.6957,2.4,2.0588,1.525,2.3704,2.3333,1.0
1.85,2.5517,2.4,2.1944,2.4839,2.375,1.9459,1.8235,3.7619,2.1935,2.5,3.55,2.2258,2.3529,2.2963,3.5455,0.0
2.2353,2.1622,2.3226,2.7857,3.35,2.0312,2.1935,2.6667,1.7632,2.5769,2.1667,2.5833,2.4333,2.0,2.4062,1.9189,0.0
3.5,3.8,2.3235,2.68,2.1765,1.9167,1.8919,1.7143,2.9231,3.25,2.1667,2.0645,2.7037,1.5,2.7778,2.3704,0.0
1.7692,2.1622,2.875,3.0909,1.5789,3.4,2.0263,1.7895,3.4286,3.1364,3.2273,1.9706,2.1515,1.8333,1.9429,2.9048,0.0
1.825,3.85,2.3704,1.675,3.05,1.9375,2.0571,2.1714,1.625,3.8095,2.1053,2.0811,2.2143,3.2,3.1818,1.9722,1.0
1.8485,2.0,3.5238,2.0968,2.6333,3.0455,2.1667,2.5862,1.8182,3.35,3.4783,2.2333,2.7586,2.4138,2.0938,2.5667,0.0
2.0,2.8333,2.5185,2.6333,2.1176,2.0606,1.9091,2.7241,3.2,2.4444,2.8571,1.9355,2.3793,3.0769,3.4286,3.4545,1.0
2.0,2.68,2.875,2.0256,3.4348,2.7273,1.9412,2.0256,1.6154,3.4348,2.0,2.4333,2.0294,1.8947,2.1765,3.125,1.0
1.85,2.4375,2.8636,2.5,1.55,2.4074,2.1944,2.4242,2.1935,2.9615,1.9737,2.1875,2.0,2.0,2.0909,2.3214,1.0
3.4286,2.8333,3.4348,2.5,2.9545,1.9697,1.8824,1.8108,2.0789,2.125,1.641,2.4643,3.6,3.4545,2.1429,1.8421,0.0
2.0,3.4348,1.7632,2.8261,1.9143,2.4444,2.1944,2.84,1.8788,2.1176,2.1333,2.2857,2.5172,1.575,2.3939,1.6053,1.0
3.04,1.8158,3.6,3.0,2.7308,2.2222,1.8,2.1875,1.9118,2.8519,1.6757,2.1765,1.7143,2.0,3.0,2.5484,0.0
2.1333,2.3125,2.4516,2.2857,1.9474,3.1818,3.0417,2.1053,2.7586,1.925,1.875,2.4194,2.0263,1.6923,2.1143,1.9737,1.0
3.3913,2.3448,2.3548,1.9189,1.6757,3.3913,1.775,2.5,2.0968,3.3636,3.15,3.0909,3.6,1.8611,2.6538,2.3226,1.0
2.2727,1.8718,2.6923,3.0417,2.5833,3.2609,2.5,3.5455,2.2,2.8571,1.8,1.7647,2.2286,1.9412,3.3478,1.5,0.0
2.5926,2.2857,1.7692,2.8261,1.6757,1.8056,2.0294,3.4545,1.9394,2.4643,2.2258,1.8529,1.5385,3.3913,2.0263,3.12,0.0
2.64,2.027,3.2381,1.9143,3.0909,2.0,1.9688,3.6667,3.4,1.8108,2.7692,2.4815,2.2571,2.6087,1.9444,2.0312,0.0
2.3125,2.0968,2.2286,1.8788,2.4,1.7436,3.2,2.7391,1.7368,3.0952,2.375,2.1471,1.8286,2.0667,3.125,2.9545,1.0
2.1379,2.56,3.25,2.2,2.0312,2.1818,2.6087,2.9583,2.3871,3.1364,1.9143,3.08,2.2727,1.8788,2.1667,2.129,0.0
2.2222,2.2121,1.6,1.9444,3.3333,3.2381,2.0882,2.75,1.6944,2.5357,3.0435,1.7222,2.1143,2.2812,2.4194,2.1212,1.0
2.8214,2.0,2.5926,2.2286,2.1333,2.5862,1.5641,4.0,2.5417,3.4,2.6154,1.6923,2.88,2.5806,2.25,1.7692,0.0
1.6579,2.125,3.4545,2.9583,2.9565,1.7429,2.2353,2.5,3.2174,2.1786,2.7727,3.2,2.1379,2.0541,3.0769,3.1905,1.0
1.8108,2.2258,1.7647,1.9677,2.2,2.5,2.0294,2.2647,2.8571,1.9706,1.8378,1.8286,2.0263,2.5333,1.8205,1.8108,1.0
1.9211,1.6,1.9737,1.8571,2.1944,2.3214,2.4667,2.8696,2.6522,2.5556,1.8684,3.0435,2.72,2.027,1.5897,3.2,1.0
4.0,2.0256,2.0667,2.0,2.2593,2.4375,2.5714,2.2424,2.2143,3.75,2.0256,2.4194,1.5789,1.5,1.6842,3.08,1.0
1.7222,2.7241,2.0303,3.85,2.4828,3.4545,2.3929,2.0294,1.7949,2.3,2.6429,2.6667,2.0,1.8718,1.5789,1.5385,0.0
2.5833,3.0952,2.1875,3.2381,2.6522,2.4839,1.7568,1.625,3.5,1.8824,2.2424,2.0,2.6154,2.4483,1.9189,2.0333,1.0
3.0455,1.9688,3.0476,2.2121,2.2667,1.8529,1.7941,2.0938,2.0,2.4483,2.8148,2.0286,2.8696,2.0286,3.4348,1.8947,1.0
1.9091,1.675,1.8857,1.8485,2.5357,1.5385,2.8696,2.0,2.4643,2.1212,1.9688,2.4074,2.5333,2.3103,1.8378,2.5,0.0
2.375,3.0833,2.9167,1.8974,2.3462,3.0,1.8529,2.1351,1.8889,2.7778,2.875,1.9474,2.5357,2.5667,3.0,2.0333,1.0
2.3,2.1081,2.6957,2.3667,2.6667,2.625,1.8684,3.85,2.2903,3.25,2.6207,1.6,2.5769,1.7647,1.9189,2.303,1.0
2.6667,3.0,1.7297,2.0571,3.0769,1.525,3.0,2.1724,1.875,2.4062,1.8718,1.7632,3.5,2.8636,1.95,1.6316,1.0
3.8,2.5185,2.1212,1.8158,2.3462,1.641,3.0952,1.8378,3.4545,3.2917,1.8788,1.8182,1.6154,2.1714,3.0476,2.1786,1.0
